user_id,email,phone,page,duration_sec,event,timestamp
u00779,user779@example.com,13810974673,/cart,108,search,2026-02-24T02:08:00Z
u00780,user780@example.com,13841635028,/products,10,purchase,2026-02-03T17:44:00Z
u00781,user781@example.com,13840326694,/checkout,233,search,2026-02-28T04:34:00Z
u00782,user782@example.com,13898912742,/products,242,click,2026-02-08T08:51:00Z
u00783,user783@example.com,13864215344,/checkout,229,purchase,2026-02-05T03:09:00Z
u00784,user784@example.com,13899916186,/products,241,pageview,2026-02-17T15:41:00Z
u00785,user785@example.com,13880068877,/cart,126,pageview,2026-02-10T10:20:00Z
u00786,user786@example.com,13839402169,/cart,20,click,2026-02-10T02:29:00Z
u00787,user787@example.com,13889063002,/cart,69,pageview,2026-02-06T08:08:00Z
u00788,user788@example.com,13845170234,/cart,214,click,2026-02-09T04:22:00Z
u00789,user789@example.com,13850597272,/products,171,pageview,2026-02-23T17:54:00Z
u00790,user790@example.com,13837731237,/home,96,pageview,2026-02-28T11:50:00Z
u00791,user791@example.com,13876740288,/home,29,click,2026-02-06T19:47:00Z
u00792,user792@example.com,13820604219,/checkout,46,purchase,2026-02-24T11:40:00Z
u00793,user793@example.com,13812196984,/home,126,click,2026-02-15T12:13:00Z
u00794,user794@example.com,13873035967,/cart,13,search,2026-02-15T11:12:00Z
u00795,user795@example.com,13816093718,/cart,26,purchase,2026-02-16T19:51:00Z
u00796,user796@example.com,13896388742,/checkout,29,click,2026-02-28T08:05:00Z
u00797,user797@example.com,13850333243,/products,125,click,2026-02-11T01:13:00Z
u00798,user798@example.com,13871262547,/checkout,112,search,2026-02-03T00:18:00Z
u00799,user799@example.com,13835587184,/checkout,276,click,2026-02-06T00:33:00Z
u00800,user800@example.com,13860271211,/home,79,purchase,2026-02-06T07:46:00Z
u00801,user801@example.com,13830688796,/cart,199,pageview,2026-02-20T13:29:00Z
u00802,user802@example.com,13812256677,/cart,172,pageview,2026-02-23T18:44:00Z
u00803,user803@example.com,13864456077,/checkout,69,search,2026-02-11T09:03:00Z
u00804,user804@example.com,13841481570,/cart,7,search,2026-02-22T17:29:00Z
u00805,user805@example.com,13814980152,/home,254,purchase,2026-02-16T19:43:00Z
u00806,user806@example.com,13824551285,/profile,139,purchase,2026-02-25T04:33:00Z
u00807,user807@example.com,13852022132,/profile,103,click,2026-02-21T20:10:00Z
u00808,user808@example.com,13878029302,/profile,209,click,2026-02-03T09:43:00Z
u00809,user809@example.com,13841696922,/home,259,pageview,2026-02-13T18:23:00Z
u00810,user810@example.com,13825346607,/home,281,pageview,2026-02-11T17:07:00Z
u00811,user811@example.com,13840683895,/home,69,pageview,2026-02-19T05:02:00Z
u00812,user812@example.com,13832438655,/home,153,purchase,2026-02-27T08:24:00Z
u00813,user813@example.com,13827040163,/home,274,pageview,2026-02-16T23:42:00Z
u00814,user814@example.com,13839333485,/checkout,5,pageview,2026-02-12T13:21:00Z
u00815,user815@example.com,13857864996,/checkout,111,click,2026-02-07T01:39:00Z
u00816,user816@example.com,13844937266,/products,43,click,2026-02-25T17:54:00Z
u00817,user817@example.com,13865510178,/profile,250,purchase,2026-02-16T02:37:00Z
u00818,user818@example.com,13876614792,/home,172,click,2026-02-14T19:01:00Z
u00819,user819@example.com,13837003298,/profile,151,purchase,2026-02-14T23:02:00Z
u00820,user820@example.com,13835501809,/products,35,purchase,2026-02-08T22:15:00Z
u00821,user821@example.com,13831253249,/home,127,click,2026-02-13T13:53:00Z
u00822,user822@example.com,13855287695,/products,179,pageview,2026-02-02T11:25:00Z
u00823,user823@example.com,13862203957,/home,52,purchase,2026-02-19T04:45:00Z
u00824,user824@example.com,13896895257,/home,297,click,2026-02-01T19:03:00Z
u00825,user825@example.com,13864141990,/cart,107,purchase,2026-02-16T04:24:00Z
u00826,user826@example.com,13858736807,/checkout,44,pageview,2026-02-20T23:34:00Z
u00827,user827@example.com,13870146021,/cart,123,search,2026-02-04T18:02:00Z
u00828,user828@example.com,13825408500,/profile,175,search,2026-02-20T05:00:00Z
u00829,user829@example.com,13871283201,/cart,151,pageview,2026-02-05T10:48:00Z
u00830,user830@example.com,13828650768,/profile,48,pageview,2026-02-19T15:14:00Z
u00831,user831@example.com,13818472652,/home,109,search,2026-02-26T07:52:00Z
u00832,user832@example.com,13887423710,/home,75,click,2026-02-09T18:57:00Z
u00833,user833@example.com,13887425491,/cart,247,click,2026-02-02T05:45:00Z
u00834,user834@example.com,13816060759,/products,29,search,2026-02-27T05:26:00Z
u00835,user835@example.com,13820788246,/checkout,48,purchase,2026-02-28T22:55:00Z
u00836,user836@example.com,13849709761,/products,283,purchase,2026-02-11T15:22:00Z
u00837,user837@example.com,13896125139,/cart,200,purchase,2026-02-07T01:02:00Z
u00838,user838@example.com,13839299428,/checkout,183,click,2026-02-27T10:52:00Z
u00839,user839@example.com,13829939003,/cart,122,purchase,2026-02-06T15:20:00Z
u00840,user840@example.com,13832258730,/profile,241,search,2026-02-25T20:38:00Z
u00841,user841@example.com,13876497119,/products,108,search,2026-02-22T11:16:00Z
u00842,user842@example.com,13813372433,/cart,28,purchase,2026-02-12T07:50:00Z
u00843,user843@example.com,13853865648,/products,202,search,2026-02-08T06:46:00Z
u00844,user844@example.com,13825777170,/checkout,96,purchase,2026-02-19T10:22:00Z
u00845,user845@example.com,13822861642,/products,109,search,2026-02-16T20:26:00Z
u00846,user846@example.com,13876575728,/products,171,purchase,2026-02-01T14:59:00Z
u00847,user847@example.com,13894235808,/products,91,search,2026-02-23T04:46:00Z
u00848,user848@example.com,13836196707,/home,197,purchase,2026-02-10T08:45:00Z
u00849,user849@example.com,13825214737,/checkout,233,purchase,2026-02-22T17:38:00Z
u00850,user850@example.com,13839215853,/checkout,94,click,2026-02-02T11:58:00Z
u00851,user851@example.com,13822520336,/products,277,click,2026-02-17T13:47:00Z
u00852,user852@example.com,13873324973,/profile,50,purchase,2026-02-10T22:02:00Z
u00853,user853@example.com,13857102138,/checkout,262,purchase,2026-02-10T19:42:00Z
u00854,user854@example.com,13851344565,/products,122,pageview,2026-02-08T08:30:00Z
u00855,user855@example.com,13815498827,/products,97,purchase,2026-02-07T23:38:00Z
u00856,user856@example.com,13814557331,/home,168,search,2026-02-06T00:24:00Z
u00857,user857@example.com,13837765185,/checkout,117,search,2026-02-27T17:03:00Z
u00858,user858@example.com,13894856626,/checkout,239,purchase,2026-02-03T20:55:00Z
u00859,user859@example.com,13896586508,/checkout,216,pageview,2026-02-20T21:46:00Z
u00860,user860@example.com,13868300384,/products,158,pageview,2026-02-12T07:48:00Z
u00861,user861@example.com,13813895515,/cart,141,search,2026-02-20T01:14:00Z
u00862,user862@example.com,13896890882,/checkout,242,purchase,2026-02-26T12:48:00Z
u00863,user863@example.com,13899816445,/products,289,pageview,2026-02-03T16:00:00Z
u00864,user864@example.com,13871686195,/checkout,126,search,2026-02-18T08:21:00Z
u00865,user865@example.com,13841571932,/home,287,search,2026-02-23T03:32:00Z
u00866,user866@example.com,13816687885,/cart,244,pageview,2026-02-28T18:30:00Z
u00867,user867@example.com,13812886526,/home,119,purchase,2026-02-26T23:38:00Z
u00868,user868@example.com,13846721116,/cart,183,pageview,2026-02-21T10:31:00Z
u00869,user869@example.com,13817237408,/products,195,pageview,2026-02-01T01:42:00Z
u00870,user870@example.com,13810326745,/profile,213,pageview,2026-02-01T00:18:00Z
u00871,user871@example.com,13817202371,/cart,20,pageview,2026-02-05T04:48:00Z
u00872,user872@example.com,13890611345,/products,113,purchase,2026-02-24T13:45:00Z
u00873,user873@example.com,13896681175,/profile,166,click,2026-02-11T23:41:00Z
u00874,user874@example.com,13852682797,/products,292,click,2026-02-22T12:56:00Z
u00875,user875@example.com,13819785657,/profile,142,click,2026-02-02T03:41:00Z
u00876,user876@example.com,13854346850,/products,169,pageview,2026-02-13T00:51:00Z
u00877,user877@example.com,13819031412,/profile,112,search,2026-02-02T03:04:00Z
u00878,user878@example.com,13865533553,/cart,145,search,2026-02-15T21:56:00Z
u00879,user879@example.com,13884243024,/profile,27,purchase,2026-02-24T14:11:00Z
u00880,user880@example.com,13879205131,/profile,146,purchase,2026-02-13T03:57:00Z
u00881,user881@example.com,13872405847,/products,59,purchase,2026-02-28T09:10:00Z
u00882,user882@example.com,13850142160,/checkout,286,pageview,2026-02-14T02:19:00Z
u00883,user883@example.com,13810583405,/cart,139,click,2026-02-02T04:38:00Z
u00884,user884@example.com,13841811795,/profile,117,search,2026-02-09T21:18:00Z
u00885,user885@example.com,13822919141,/profile,287,pageview,2026-02-04T07:51:00Z
u00886,user886@example.com,13884407431,/cart,111,click,2026-02-18T05:30:00Z
u00887,user887@example.com,13888866211,/cart,56,pageview,2026-02-13T13:03:00Z
u00888,user888@example.com,13873659029,/cart,220,purchase,2026-02-12T07:19:00Z
u00889,user889@example.com,13898356678,/profile,153,purchase,2026-02-14T20:29:00Z
u00890,user890@example.com,13833579606,/checkout,150,click,2026-02-02T10:18:00Z
u00891,user891@example.com,13830599373,/profile,138,search,2026-02-18T06:19:00Z
u00892,user892@example.com,13850011532,/products,65,purchase,2026-02-02T01:28:00Z
u00893,user893@example.com,13865058990,/cart,175,click,2026-02-03T02:45:00Z
u00894,user894@example.com,13894514277,/profile,126,click,2026-02-20T20:33:00Z
u00895,user895@example.com,13841260597,/cart,128,click,2026-02-06T05:51:00Z
u00896,user896@example.com,13832776732,/profile,72,click,2026-02-04T03:52:00Z
u00897,user897@example.com,13860060338,/profile,115,purchase,2026-02-13T13:28:00Z
u00898,user898@example.com,13816139420,/profile,253,pageview,2026-02-25T00:28:00Z
u00899,user899@example.com,13842534040,/products,158,search,2026-02-08T13:16:00Z
u00900,user900@example.com,13845481280,/checkout,37,search,2026-02-17T20:19:00Z
u00901,user901@example.com,13826227165,/cart,9,purchase,2026-02-11T17:28:00Z
u00902,user902@example.com,13839533906,/checkout,192,purchase,2026-02-18T17:25:00Z
u00903,user903@example.com,13815636481,/home,293,search,2026-02-04T05:45:00Z
u00904,user904@example.com,13838236831,/checkout,47,click,2026-02-22T11:58:00Z
u00905,user905@example.com,13836288083,/checkout,293,click,2026-02-05T09:59:00Z
u00906,user906@example.com,13817954660,/products,10,pageview,2026-02-25T08:18:00Z
u00907,user907@example.com,13895500311,/profile,121,search,2026-02-12T23:07:00Z
u00908,user908@example.com,13869578094,/home,87,search,2026-02-28T15:40:00Z
u00909,user909@example.com,13899130770,/home,67,click,2026-02-14T01:26:00Z
u00910,user910@example.com,13880381871,/profile,92,click,2026-02-26T20:19:00Z
u00911,user911@example.com,13896055254,/profile,194,pageview,2026-02-16T04:25:00Z
u00912,user912@example.com,13887006841,/products,263,click,2026-02-05T23:50:00Z
u00913,user913@example.com,13880349985,/checkout,182,click,2026-02-12T16:43:00Z
u00914,user914@example.com,13833647698,/profile,36,pageview,2026-02-16T01:03:00Z
u00915,user915@example.com,13888096911,/cart,18,click,2026-02-04T14:11:00Z
u00916,user916@example.com,13895661970,/checkout,24,search,2026-02-02T03:32:00Z
u00917,user917@example.com,13871986095,/home,39,purchase,2026-02-09T11:44:00Z
u00918,user918@example.com,13881915087,/profile,24,click,2026-02-01T02:31:00Z
u00919,user919@example.com,13838486012,/checkout,195,pageview,2026-02-15T01:07:00Z
u00920,user920@example.com,13812106345,/checkout,38,click,2026-02-23T23:56:00Z
u00921,user921@example.com,13870294938,/products,118,click,2026-02-14T03:47:00Z
u00922,user922@example.com,13837622019,/cart,129,search,2026-02-12T03:51:00Z
u00923,user923@example.com,13864877060,/checkout,57,pageview,2026-02-14T20:21:00Z
u00924,user924@example.com,13899066332,/home,103,purchase,2026-02-28T04:02:00Z
u00925,user925@example.com,13826478398,/products,121,purchase,2026-02-17T12:13:00Z
u00926,user926@example.com,13849299964,/profile,81,search,2026-02-23T20:18:00Z
u00927,user927@example.com,13853913420,/profile,9,click,2026-02-24T14:09:00Z
u00928,user928@example.com,13839556327,/checkout,112,purchase,2026-02-13T04:24:00Z
u00929,user929@example.com,13883647342,/profile,274,click,2026-02-24T11:00:00Z
u00930,user930@example.com,13841641640,/cart,244,search,2026-02-16T19:25:00Z
u00931,user931@example.com,13815410072,/home,166,pageview,2026-02-17T21:47:00Z
u00932,user932@example.com,13848660391,/cart,170,search,2026-02-22T14:28:00Z
u00933,user933@example.com,13891675162,/profile,179,pageview,2026-02-08T04:57:00Z
u00934,user934@example.com,13872986639,/home,96,search,2026-02-26T08:24:00Z
u00935,user935@example.com,13827509306,/home,117,click,2026-02-24T20:41:00Z
u00936,user936@example.com,13886036030,/profile,203,pageview,2026-02-03T09:46:00Z
u00937,user937@example.com,13894990550,/home,112,click,2026-02-01T23:26:00Z
u00938,user938@example.com,13879197779,/profile,207,purchase,2026-02-07T03:06:00Z
u00939,user939@example.com,13818745277,/checkout,164,purchase,2026-02-08T07:55:00Z
u00940,user940@example.com,13846862297,/cart,78,click,2026-02-13T02:41:00Z
u00941,user941@example.com,13823439453,/home,186,click,2026-02-02T16:06:00Z
u00942,user942@example.com,13884346134,/checkout,291,click,2026-02-19T13:48:00Z
u00943,user943@example.com,13861354437,/products,78,pageview,2026-02-11T11:28:00Z
u00944,user944@example.com,13837523745,/products,59,purchase,2026-02-21T17:34:00Z
u00945,user945@example.com,13842794205,/products,210,search,2026-02-02T16:40:00Z
u00946,user946@example.com,13845281415,/cart,24,search,2026-02-23T23:26:00Z
u00947,user947@example.com,13848372013,/products,284,purchase,2026-02-27T02:35:00Z
u00948,user948@example.com,13879350362,/checkout,257,pageview,2026-02-16T02:12:00Z
u00949,user949@example.com,13846934312,/cart,12,search,2026-02-12T11:18:00Z
u00950,user950@example.com,13892188100,/cart,157,purchase,2026-02-25T17:54:00Z
u00951,user951@example.com,13869943249,/checkout,122,click,2026-02-12T10:18:00Z
u00952,user952@example.com,13811481275,/checkout,178,click,2026-02-03T01:35:00Z
u00953,user953@example.com,13881331811,/cart,121,purchase,2026-02-01T14:53:00Z
u00954,user954@example.com,13816040845,/profile,295,purchase,2026-02-20T03:31:00Z
u00955,user955@example.com,13872099242,/cart,255,click,2026-02-19T14:55:00Z
u00956,user956@example.com,13873157452,/cart,59,click,2026-02-14T12:33:00Z
u00957,user957@example.com,13830116560,/checkout,115,click,2026-02-03T02:42:00Z
u00958,user958@example.com,13840587665,/profile,27,pageview,2026-02-07T15:16:00Z
u00959,user959@example.com,13838524587,/profile,38,pageview,2026-02-27T00:37:00Z
u00960,user960@example.com,13858023930,/cart,272,search,2026-02-15T06:51:00Z
u00961,user961@example.com,13888641552,/checkout,111,pageview,2026-02-19T14:51:00Z
u00962,user962@example.com,13849232515,/checkout,300,pageview,2026-02-04T18:08:00Z
u00963,user963@example.com,13827895285,/products,122,pageview,2026-02-09T22:23:00Z
u00964,user964@example.com,13860745302,/profile,253,pageview,2026-02-25T07:23:00Z
u00965,user965@example.com,13851965735,/home,161,search,2026-02-14T15:08:00Z
u00966,user966@example.com,13841302840,/home,143,search,2026-02-12T01:35:00Z
u00967,user967@example.com,13888982517,/checkout,281,click,2026-02-12T19:18:00Z
u00968,user968@example.com,13898546960,/products,228,purchase,2026-02-20T22:33:00Z
u00969,user969@example.com,13859697922,/home,250,pageview,2026-02-02T00:11:00Z
u00970,user970@example.com,13860734093,/profile,95,pageview,2026-02-04T02:48:00Z
u00971,user971@example.com,13862789001,/profile,112,click,2026-02-06T11:43:00Z
u00972,user972@example.com,13882097124,/products,107,purchase,2026-02-04T05:43:00Z
u00973,user973@example.com,13892391622,/home,149,purchase,2026-02-13T12:41:00Z
u00974,user974@example.com,13813293979,/cart,14,search,2026-02-25T20:22:00Z
u00975,user975@example.com,13881501427,/cart,194,click,2026-02-04T01:33:00Z
u00976,user976@example.com,13873243143,/checkout,73,search,2026-02-28T14:51:00Z
u00977,user977@example.com,13861858014,/cart,138,pageview,2026-02-22T17:39:00Z
u00978,user978@example.com,13828095655,/products,225,click,2026-02-21T11:48:00Z
u00979,user979@example.com,13882376090,/cart,290,pageview,2026-02-13T11:16:00Z
u00980,user980@example.com,13865923969,/checkout,150,click,2026-02-01T20:34:00Z
u00981,user981@example.com,13890806542,/checkout,255,purchase,2026-02-12T01:09:00Z
u00982,user982@example.com,13837399547,/cart,70,search,2026-02-13T17:36:00Z
u00983,user983@example.com,13844390516,/cart,289,search,2026-02-04T23:00:00Z
u00984,user984@example.com,13875275829,/checkout,300,purchase,2026-02-01T01:08:00Z
u00985,user985@example.com,13887917211,/cart,236,pageview,2026-02-14T16:11:00Z
u00986,user986@example.com,13898544922,/cart,277,pageview,2026-02-20T05:26:00Z
u00987,user987@example.com,13841744886,/cart,82,click,2026-02-24T20:36:00Z
u00988,user988@example.com,13827365120,/profile,245,purchase,2026-02-02T07:43:00Z
u00989,user989@example.com,13877280935,/products,184,search,2026-02-22T21:38:00Z
u00990,user990@example.com,13898281064,/home,117,pageview,2026-02-17T08:30:00Z
u00991,user991@example.com,13852799497,/products,220,click,2026-02-01T15:36:00Z
u00992,user992@example.com,13812252949,/profile,106,click,2026-02-23T18:26:00Z
u00993,user993@example.com,13884907092,/checkout,41,purchase,2026-02-11T11:50:00Z
u00994,user994@example.com,13891310180,/profile,252,pageview,2026-02-07T06:40:00Z
u00995,user995@example.com,13822442220,/home,31,click,2026-02-27T11:59:00Z
u00996,user996@example.com,13850576146,/checkout,129,click,2026-02-08T02:03:00Z
u00997,user997@example.com,13835563056,/cart,133,purchase,2026-02-25T02:21:00Z
u00998,user998@example.com,13862259997,/products,260,pageview,2026-02-13T13:42:00Z
u00999,user999@example.com,13869221793,/profile,80,click,2026-02-03T07:37:00Z
u01000,user1000@example.com,13888554283,/products,107,click,2026-02-26T23:47:00Z
u01001,user1001@example.com,13887916008,/profile,46,search,2026-02-01T11:10:00Z
u01002,user1002@example.com,13841448026,/checkout,232,purchase,2026-02-14T07:53:00Z
u01003,user1003@example.com,13856836973,/checkout,259,search,2026-02-21T19:15:00Z
u01004,user1004@example.com,13817351470,/checkout,73,pageview,2026-02-24T23:39:00Z
u01005,user1005@example.com,13841094063,/home,204,purchase,2026-02-24T19:34:00Z
u01006,user1006@example.com,13873862615,/cart,60,search,2026-02-27T06:03:00Z
u01007,user1007@example.com,13893709789,/cart,39,click,2026-02-11T09:24:00Z
u01008,user1008@example.com,13833718175,/products,73,pageview,2026-02-05T10:05:00Z
u01009,user1009@example.com,13892272720,/checkout,98,purchase,2026-02-20T01:58:00Z
u01010,user1010@example.com,13810507077,/checkout,209,purchase,2026-02-12T20:23:00Z
u01011,user1011@example.com,13871937714,/cart,10,pageview,2026-02-13T20:09:00Z
u01012,user1012@example.com,13850103200,/products,5,purchase,2026-02-19T20:55:00Z
u01013,user1013@example.com,13826522849,/profile,256,pageview,2026-02-08T07:06:00Z
u01014,user1014@example.com,13813280960,/checkout,64,search,2026-02-23T23:15:00Z
u01015,user1015@example.com,13832852607,/products,188,purchase,2026-02-24T09:58:00Z
u01016,user1016@example.com,13815062400,/home,94,search,2026-02-03T17:31:00Z
u01017,user1017@example.com,13873510007,/cart,150,search,2026-02-21T16:03:00Z
u01018,user1018@example.com,13834583212,/cart,128,search,2026-02-08T08:23:00Z
u01019,user1019@example.com,13826055863,/home,58,search,2026-02-26T01:08:00Z
u01020,user1020@example.com,13813326036,/home,191,purchase,2026-02-02T14:36:00Z
u01021,user1021@example.com,13831754220,/profile,160,click,2026-02-14T22:23:00Z
u01022,user1022@example.com,13860043997,/profile,144,pageview,2026-02-05T13:09:00Z
u01023,user1023@example.com,13882015199,/checkout,28,click,2026-02-17T06:07:00Z
u01024,user1024@example.com,13844244436,/products,41,purchase,2026-02-12T22:39:00Z
u01025,user1025@example.com,13848592715,/checkout,215,search,2026-02-12T17:46:00Z
u01026,user1026@example.com,13842338693,/checkout,295,click,2026-02-09T03:45:00Z
u01027,user1027@example.com,13834064175,/checkout,220,click,2026-02-06T11:23:00Z
u01028,user1028@example.com,13893945637,/profile,40,pageview,2026-02-21T12:57:00Z
u01029,user1029@example.com,13866033673,/home,252,pageview,2026-02-28T10:36:00Z
u01030,user1030@example.com,13810450176,/cart,222,purchase,2026-02-01T08:41:00Z
u01031,user1031@example.com,13839174164,/cart,166,click,2026-02-10T07:07:00Z
u01032,user1032@example.com,13810561571,/home,173,purchase,2026-02-27T11:57:00Z
u01033,user1033@example.com,13835645117,/checkout,281,pageview,2026-02-15T22:15:00Z
u01034,user1034@example.com,13840646918,/checkout,109,pageview,2026-02-15T22:41:00Z
u01035,user1035@example.com,13852214812,/cart,203,purchase,2026-02-04T06:59:00Z
u01036,user1036@example.com,13852178987,/products,241,search,2026-02-27T23:32:00Z
u01037,user1037@example.com,13877335874,/checkout,143,purchase,2026-02-06T13:44:00Z
u01038,user1038@example.com,13821036890,/home,248,purchase,2026-02-03T14:31:00Z
u01039,user1039@example.com,13884993648,/home,68,search,2026-02-27T18:29:00Z
u01040,user1040@example.com,13815597991,/profile,248,purchase,2026-02-04T01:41:00Z
u01041,user1041@example.com,13831526360,/cart,297,search,2026-02-27T02:57:00Z
u01042,user1042@example.com,13885869127,/cart,219,pageview,2026-02-12T15:46:00Z
u01043,user1043@example.com,13855564624,/home,10,pageview,2026-02-10T13:49:00Z
u01044,user1044@example.com,13867737139,/cart,64,purchase,2026-02-17T04:13:00Z
u01045,user1045@example.com,13852503096,/cart,280,pageview,2026-02-25T13:50:00Z
u01046,user1046@example.com,13890816432,/products,141,click,2026-02-20T10:55:00Z
u01047,user1047@example.com,13873385218,/products,204,pageview,2026-02-28T06:50:00Z
u01048,user1048@example.com,13891086412,/cart,32,click,2026-02-05T19:45:00Z
u01049,user1049@example.com,13852676914,/profile,298,pageview,2026-02-27T17:54:00Z
u01050,user1050@example.com,13864862536,/products,158,pageview,2026-02-21T11:29:00Z
u01051,user1051@example.com,13875525931,/cart,6,click,2026-02-13T15:48:00Z
u01052,user1052@example.com,13872570864,/checkout,145,search,2026-02-18T00:23:00Z
u01053,user1053@example.com,13821185372,/cart,33,search,2026-02-20T12:16:00Z
u01054,user1054@example.com,13864000214,/home,229,pageview,2026-02-06T10:12:00Z
u01055,user1055@example.com,13860838131,/checkout,281,purchase,2026-02-07T08:45:00Z
u01056,user1056@example.com,13812155264,/cart,169,pageview,2026-02-25T10:17:00Z
u01057,user1057@example.com,13857914440,/cart,76,search,2026-02-19T11:20:00Z
u01058,user1058@example.com,13859075155,/cart,16,purchase,2026-02-17T00:45:00Z
u01059,user1059@example.com,13850755059,/products,297,purchase,2026-02-11T03:40:00Z
u01060,user1060@example.com,13889970088,/home,14,search,2026-02-11T02:22:00Z
u01061,user1061@example.com,13871700639,/home,55,purchase,2026-02-22T15:55:00Z
u01062,user1062@example.com,13858613232,/cart,188,purchase,2026-02-04T02:12:00Z
u01063,user1063@example.com,13841041788,/cart,258,search,2026-02-18T03:20:00Z
u01064,user1064@example.com,13874443995,/home,171,click,2026-02-12T12:47:00Z
u01065,user1065@example.com,13836656802,/profile,177,search,2026-02-10T07:02:00Z
u01066,user1066@example.com,13827621939,/cart,96,click,2026-02-21T18:46:00Z
u01067,user1067@example.com,13856266287,/home,76,purchase,2026-02-01T21:53:00Z
u01068,user1068@example.com,13869531147,/products,99,purchase,2026-02-05T17:50:00Z
u01069,user1069@example.com,13891969445,/home,252,click,2026-02-11T08:38:00Z
u01070,user1070@example.com,13895698221,/products,281,pageview,2026-02-18T09:19:00Z
u01071,user1071@example.com,13866903841,/products,187,purchase,2026-02-05T15:21:00Z
u01072,user1072@example.com,13824325883,/cart,267,purchase,2026-02-25T18:09:00Z
u01073,user1073@example.com,13876918946,/home,45,click,2026-02-13T10:32:00Z
u01074,user1074@example.com,13849821827,/profile,264,click,2026-02-24T07:19:00Z
u01075,user1075@example.com,13862842154,/cart,133,purchase,2026-02-25T04:34:00Z
u01076,user1076@example.com,13874716944,/cart,137,pageview,2026-02-13T09:05:00Z
u01077,user1077@example.com,13880929790,/profile,280,pageview,2026-02-15T22:06:00Z
u01078,user1078@example.com,13851776269,/checkout,7,click,2026-02-17T01:22:00Z
u01079,user1079@example.com,13840785838,/home,6,click,2026-02-13T00:07:00Z
u01080,user1080@example.com,13824585539,/checkout,167,purchase,2026-02-20T01:56:00Z
u01081,user1081@example.com,13825090680,/cart,293,search,2026-02-25T08:36:00Z
u01082,user1082@example.com,13853373966,/products,199,purchase,2026-02-25T16:07:00Z
u01083,user1083@example.com,13824468606,/products,298,click,2026-02-26T15:01:00Z
u01084,user1084@example.com,13843441553,/cart,135,search,2026-02-15T20:28:00Z
u01085,user1085@example.com,13894953840,/checkout,296,purchase,2026-02-13T05:50:00Z
u01086,user1086@example.com,13820730822,/cart,110,pageview,2026-02-02T23:10:00Z
u01087,user1087@example.com,13863717150,/cart,235,click,2026-02-13T08:27:00Z
u01088,user1088@example.com,13813223295,/checkout,291,purchase,2026-02-09T15:01:00Z
u01089,user1089@example.com,13867085459,/products,162,pageview,2026-02-27T21:00:00Z
u01090,user1090@example.com,13869117605,/home,144,pageview,2026-02-09T18:33:00Z
u01091,user1091@example.com,13821465014,/home,65,click,2026-02-11T01:16:00Z
u01092,user1092@example.com,13839129731,/checkout,180,pageview,2026-02-22T12:50:00Z
u01093,user1093@example.com,13869744724,/checkout,265,purchase,2026-02-22T08:08:00Z
u01094,user1094@example.com,13873462660,/home,129,click,2026-02-04T17:34:00Z
u01095,user1095@example.com,13846846345,/home,266,pageview,2026-02-09T00:06:00Z
u01096,user1096@example.com,13897960439,/profile,108,pageview,2026-02-04T21:36:00Z
u01097,user1097@example.com,13886131167,/checkout,281,purchase,2026-02-13T08:48:00Z
u01098,user1098@example.com,13877486672,/cart,211,click,2026-02-22T04:55:00Z
u01099,user1099@example.com,13857670545,/cart,141,click,2026-02-11T02:03:00Z
u01100,user1100@example.com,13829308863,/profile,153,search,2026-02-14T20:28:00Z
u01101,user1101@example.com,13894721871,/products,11,click,2026-02-23T02:04:00Z
u01102,user1102@example.com,13839267321,/cart,195,click,2026-02-07T23:36:00Z
u01103,user1103@example.com,13814413152,/cart,227,search,2026-02-06T17:36:00Z
u01104,user1104@example.com,13847577448,/products,88,pageview,2026-02-06T06:57:00Z
u01105,user1105@example.com,13894036263,/home,168,search,2026-02-02T21:24:00Z
u01106,user1106@example.com,13877720505,/checkout,127,purchase,2026-02-28T07:11:00Z
u01107,user1107@example.com,13885739681,/checkout,215,pageview,2026-02-06T03:10:00Z
u01108,user1108@example.com,13852317573,/home,290,click,2026-02-21T18:59:00Z
u01109,user1109@example.com,13872522663,/products,147,pageview,2026-02-20T01:55:00Z
u01110,user1110@example.com,13864305875,/home,96,pageview,2026-02-06T14:52:00Z
u01111,user1111@example.com,13867318060,/home,6,click,2026-02-18T13:55:00Z
u01112,user1112@example.com,13890113005,/profile,242,search,2026-02-03T22:58:00Z
u01113,user1113@example.com,13856894280,/products,296,search,2026-02-08T06:29:00Z
u01114,user1114@example.com,13848655377,/checkout,182,search,2026-02-17T10:33:00Z
u01115,user1115@example.com,13818655825,/cart,269,pageview,2026-02-27T16:02:00Z
u01116,user1116@example.com,13876180603,/checkout,89,search,2026-02-10T20:13:00Z
u01117,user1117@example.com,13836956739,/profile,23,purchase,2026-02-24T03:47:00Z
u01118,user1118@example.com,13896940540,/products,123,purchase,2026-02-03T17:46:00Z
u01119,user1119@example.com,13851954309,/profile,200,purchase,2026-02-08T00:57:00Z
u01120,user1120@example.com,13886807529,/products,120,search,2026-02-26T16:12:00Z
u01121,user1121@example.com,13823079704,/products,65,search,2026-02-23T20:06:00Z
u01122,user1122@example.com,13883540039,/products,162,click,2026-02-19T05:24:00Z
u01123,user1123@example.com,13867749212,/home,231,pageview,2026-02-25T10:40:00Z
u01124,user1124@example.com,13840745677,/products,107,pageview,2026-02-03T23:31:00Z
u01125,user1125@example.com,13826322661,/checkout,134,search,2026-02-24T07:09:00Z
